Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant
Eulonchus marialiciae,Mary Alice's smallheaded fly,NC;,Acroceridae,Insects,Not Listed,4,I
Persicaria hydropiperoides,Swamp smartweed,FL;,Polygonaceae,Flowering Plants,Not Listed,4,P
Smelowskia ovalis congesta,Mt. Lassen smelowskia,CA;,Brassicaceae,Flowering Plants,Not Listed,8,P
Thaleichthys pacificus,Columbia River smelt,N/A,Osmeroidei,Fishes,Not Listed,N/A,V
Hypomesus transpacificus,Delta smelt,"CA; Delta smelt are found within the defined ""legal"" delta of the Sacramento and San Joaquin Rivers and the waterways of the Suisun Marsh Complex. Their range extends east of the Carquinez Bridge near Vallejo, south of the I Street Bridge in Sacramento and north of the convergence of the Stanislaus and San Joaquin Rivers; U.S.A. (CA)",Osmeridae,Fishes,Threatened,8,V
Spirinchus thaleichthys,longfin smelt,CA;,Osmeridae,Fishes,Candidate,8,V
Osmerus mordax,Pygmy smelt,ME;,Osmeridae,Fishes,Not Listed,5,V
Gastrocopta dalliana dalliana,Shortneck snaggletooth,NM;,Pupillidae,Snails,Not Listed,2,I
Diastole schmeltziana,[Unnamed] snail,AS;,Helicarionidae,Snails,Not Listed,1,I
Laminella sanguinea,[Unnamed] snail,HI;,Amastridae,Snails,Not Listed,1,I
Leptachatina lepida,[Unnamed] snail,HI;,Amastridae,Snails,Not Listed,1,I
Mesodon clausus trossulus,[Unnamed] snail,AL;,Polygyridae,Snails,Not Listed,4,I
Neoplanorbis carinatus,[Unnamed] snail,AL;,Planorbidae,Snails,Not Listed,4,I
Neoplanorbis smithi,[Unnamed] snail,AL;,Planorbidae,Snails,Not Listed,4,I
Neoplanorbis tantillus,[Unnamed] snail,AL;,Planorbidae,Snails,Not Listed,4,I
Neoplanorbis umbilicatus,[Unnamed] snail,AL;,Planorbidae,Snails,Not Listed,4,I
Paravitrea aulacogyra,[Unnamed] snail,AR;,Zonitidae,Snails,Not Listed,4,I
Perdicella carinella,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella fulgurans,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella helena,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella kuhnsi,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella mauiensis,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella ornata,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella thwingii,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella zebra,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Perdicella zebrina,[Unnamed] snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Succinea guamensis,[Unnamed] snail,GU; Possibly extinct,Succineidae,Snails,Not Listed,1,I
Succinea piratarum,[Unnamed] snail,GU;,Succineidae,Snails,Not Listed,1,I
Succinea quadrasi,[Unnamed] snail,GU;,Succineidae,Snails,Not Listed,1,I
Trochomorpha apia,[Unnamed] snail,AS;,Trochomorphidae,Snails,Not Listed,1,I
Valvata virens,[Unnamed] snail,CA;,Valvatudae,Snails,Not Listed,8,I
Partula salifana,Alifan Tree snail,GU; Possibly extinct,Partulidae,Snails,Not Listed,1,I
Neritilia hawaiiensis,Anchialine Pool Snail,HI;,Neritidae,Snails,Not Listed,1,I
valvata mergella,Aquatic snail,N/A,valvatidae,Snails,Not Listed,N/A,I
Fumonelix archeri,Archer's toothed land snail,TN;,Polygyridae,Snails,Not Listed,4,I
Pyrgulopsis (=Marstonia) pachyta,Armored snail,AL; U.S.A. (AL),Hydrobiidae,Snails,Endangered,4,I
Assiminea infima,Badwater snail,CA;,Assimineidae,Snails,Not Listed,8,I
Xerarionta tryoni,Bicolored cactus snail,CA;,Helminthoglyptidae,Snails,Not Listed,8,I
Fumonelix jonesiana,Big-tooth covert snail,"NC, TN;",Polygyridae,Snails,Not Listed,4,I
Taylorconcha serpenticola,Bliss Rapids snail,ID; U.S.A. (ID),Hydrobiidae,Snails,Threatened,1,I
Leptoxis crassa,Boulder snail,"AL, GA, TN;",Pleuroceridae,Snails,Not Listed,4,I
Vertigo briarensis,Briarton Pleistocene snail,"IA, MN, WI;",Pupillidae,Snails,Not Listed,3,I
Helminthoglypta arrosa mattolensis,Cape Mendocino snail,CA;,Helminthoglyptidae,Snails,Not Listed,8,I
Micrarionta indioensis cathedralis,Cathedral snail,CA;,Helminthoglyptidae,Snails,Not Listed,8,I
Succinea chittenangoensis,Chittenango ovate amber snail,NY; Chittenango Falls State Park; U.S.A. (NY),Succineidae,Snails,Threatened,5,I
Aphaostracon theiocrenetum,Clifton Spring Hydrobe snail,FL;,Hydrobiidae,Snails,Under Review in the Candidate or Petition Process,4,I
Helminthoglypta arrosa miwoka,Dented Peninsula snail,CA;,Helminthoglyptidae,Snails,Not Listed,8,I
Pyrgulopsis deserta,Desert springsnail snail,"AZ, UT;",Hydrobiidae,Snails,Not Listed,"2, 6",I
Physella bottimeri,Diamond-Y pond snail,TX;,Physidae,Snails,Not Listed,2,I
Triodopsis platysayoides,Flat-spired three-toothed Snail,WV; U.S.A. (WV),Polygyridae,Snails,Threatened,5,I
Liguus fasciatus,Florida tree snail,FL;,Bulimulidae,Snails,Not Listed,4,I
Samoana fragilis,Fragile tree snail,"GU, MP;",Partulidae,Snails,Endangered,1,I
Aphaostracon chalarogyrus,Freemouth Hydrobe snail,FL;,Hydrobiidae,Snails,Under Review in the Candidate or Petition Process,4,I
Tryonia gilae,Gila Tryonia snail,AZ;,Hydrobiidae,Snails,Under Review in the Candidate or Petition Process,2,I
Partula radiolata,Guam tree snail,GU;,Partulidae,Snails,Endangered,1,I
Partulina confusa,Hawai`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina horneri,Hawai`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina physa,Hawai`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Micrarionta intercisa,Horseshoe snail,CA;,Helminthoglyptidae,Snails,Not Listed,8,I
Partula gibba,Humped tree snail,GU;,Partulidae,Snails,Endangered,1,I
Goniobasis semicarinata indianensis,Indiana river snail,IN;,Pleuroceridae,Snails,Not Listed,3,I
Discus macclintocki,Iowa Pleistocene snail,"IA, IL; U.S.A. (IL, IA)",Discidae,Snails,Endangered,3,I
Helisoma jacksonense,Jackson Lake snail,WY;,Planorbidae,Snails,Not Listed,6,I
Partulina crassa,Lanai tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina semicarinata,Lanai tree snail,HI;,Achatinellidae,Snails,Endangered,1,I
Partulina variabilis,Lanai tree snail,HI;,Achatinellidae,Snails,Endangered,1,I
Partula langfordi,Langford's tree snail,MP;,Partulidae,Snails,Endangered,1,I
Fluminicola sp.,Longstreet Spring snail,NV; Believed to be extinct,Hydrobiidae,Snails,Not Listed,8,I
Papustyla pulcherrima,Manus Island tree snail,Pacific Ocean-Admiralty Island (Manus Island); Papua New Guinea (Manus Island),Camaenidae,Snails,Endangered,N/A,I
Partulina anceyana,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina carnicolor,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina crocea,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina dolei,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina fusoidea,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina germana,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina gouldii,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina grisea,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina induta,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina kaaeana,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina lemmoni,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina marmorata,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina mutabilis,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina natti,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina nivea,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina perdix,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina plumbea,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina porcellana,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina radiata,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina splendida,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina tapaniana,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina terebra,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina thaanumiana,Maui tree snail,N/A,Achatinellidae,Snails,Not Listed,N/A,I
Partulina ustulata,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina winniei,Maui tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Paravitrea clappi,Mirey Ridge supercoil snail,"NC, TN;",Zonitidae,Snails,Not Listed,4,I
Partulina dwightii,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina mighelsiana,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina mucida,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina proxima,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina redfieldii,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina rufa,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina subpolita,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina tessellata,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Partulina theodorei,Moloka`i tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Helminthoglypta walkeriana,Morro shoulderband (=Banded dune) snail,CA; U.S.A. (CA),Helminthoglyptida,Snails,Endangered,8,I
Diastole matafaoi,Mt. Matafao different snail,AS;,Helicarionidae,Snails,Not Listed,1,I
Pecosorbis kansasensis,New Mexico Ramshorn snail,"NM, TX;",Planorbidae,Snails,Not Listed,2,I
Erinna newcombi,Newcomb's snail,HI; U.S.A. (HI),Lymnaeidae,Snails,Threatened,1,I
Algamorda newcombiana,Newcomb's littorine snail,"CA, OR, WA;",Littorinidae,Snails,Not Listed,"1, 8",I
Mesodon clarki nantahala,noonday snail,NC; U.S.A. (NC),Polygyridae,Snails,Threatened,4,I
Elimia lachryma,Nudulose Coosa river snail,AL;,Pleuroceridae,Snails,Under Review in the Candidate or Petition Process,4,I
Samoana thurstoni,Ofu tree snail,AS;,Partulidae,Snails,Not Listed,1,I
Anguispira picta,Painted snake coiled forest snail,TN; U.S.A. (TN),Stylommataphora,Snails,Threatened,4,I
Assiminea pecos,Pecos assiminea snail,"NM, TX; U.S.A. (TX, NM)",Assimineidae,Snails,Endangered,2,I
Samoana conica,Samoana tree snail,AS;,Partulidae,Snails,Not Listed,1,I
Sterkia clementina,San Clemente Island blunt-top snail,CA;,Pupillidae,Snails,Not Listed,8,I
Stiobia nana,Sculpin snail,AL;,Hydrobiidae,Snails,Not Listed,4,I
Somoana abbreviata,Short Samoan tree snail,AS; Possibly extinct,Partulidae,Snails,Not Listed,1,I
Lithasia pinguis,Small geniculate river snail,TN;,Pleuroceridae,Snails,Not Listed,4,I
Physa natricina,Snake River physa snail,ID; U.S.A. (ID),Physidae,Snails,Endangered,1,I
Melongena sprucecreekensis,Spruce Creek snail,FL;,Melongenidae,Snails,Not Listed,4,I
Orthalicus reses (not incl. nesodryas),Stock Island tree snail,FL; U.S.A. (FL),Bulimulidae,Snails,Threatened,4,I
sonorella species,terrestrial snail,N/A,helminthoglyptidae,Snails,Not Listed,N/A,I
Tulotoma magnifica,Tulotoma snail,AL; U.S.A. (AL),Viviparidae,Snails,Threatened,4,I
Leptoxis subglubosa umbilicata,Umbilicate river snail,TN;,Pleuroceridae,Snails,Not Listed,4,I
Valvata utahensis,Utah valvata snail,"ID, UT;",Valvatidae,Snails,Original Data in Error - New Information Discovered,"1, 6",I
Polygyriscus virginianus,Virginia fringed mountain snail,VA; U.S.A. (VA),Helicodiscidae,Snails,Endangered,5,I
Undescribed sp.,Virile Amargosa snail,N/A,Hydrobiidae,Snails,Not Listed,N/A,I
Partulina dubia,Waianae tree snail,HI;,Achatinellidae,Snails,Not Listed,1,I
Xerarionta redimita,Wreathed cactus snail,CA;,Helminthoglyptidae,Snails,Not Listed,8,I
Achatinella spp.,Oahu tree snails,HI; U.S.A. (HI),Achatinellidae,Snails,Endangered,1,I
Nerodia clarkii taeniata,Atlantic salt marsh snake,"FL; The Atlantic Salt Marsh Snake Recovery Plan (1993) and the South Florida Multi Species Recovery Plan (1999) indicate the Atlantic Salt Marsh Snake’s range may be more restricted than thought at the time of listing (1977).  The zone of intergradation appears to coincide with the increasing dominance of mangroves swamps in Brevard County. Thus, the brackish, coastal marshes of Volusia County, from the Halifax River south to the northern portions of the Indian River are where the ASMS likely occurs (Service 1993 and 1999).   ; U.S.A. (FL)",Colubridae,Reptiles,Threatened,4,V
Storeria occipitomaculata pahasapae,Black Hills redbelly snake,"SD, WY;",Colubridae,Reptiles,Not Listed,6,V
Pituophis melanoleucus lodingi,Black pine snake,"AL, MS;",Colubridae,Reptiles,Threatened,4,V
Nerodia harteri harteri,Brazos water snake,TX;,Colubridae,Reptiles,Not Listed,2,V
lampropeltis getula ssp. californiae,California king snake,N/A,colubridae,Reptiles,Not Listed,N/A,V
Salvadora hexalepis virgultea,Coast patch-nosed snake,CA;,Colubridae,Reptiles,Not Listed,8,V
Nerodia paucimaculata,Concho water snake,TX;,Colubridae,Reptiles,Recovery,2,V
Nerodia erythrogaster neglecta,Copperbelly water snake,"IN, MI, OH; U.S.A. (OH, MI, KY, IL, IN)",Colubridae,Reptiles,Threatened,3,V
Arrhyton exiguum exiguum,Culebra garden snake,"PR, VI;",Colubridae,Reptiles,Not Listed,4,V
Lampropeltis getula splendida,Desert king snake,"AZ, NM, OK, TX;",Colubridae,Reptiles,Not Listed,2,V
Drymarchon corais couperi,Eastern indigo snake,"AL, FL, GA; U.S.A. (SC, MS, GA, FL, AL)",Colubridae,Reptiles,Threatened,4,V
Thamnophis sauritus,Eastern Ribbon snake,FL;,Colubridae,Reptiles,Under Review in the Candidate or Petition Process,4,V
Pituophis melanoleucus mugitus,Florida pine snake,FL;,Colubridae,Reptiles,Under Review in the Candidate or Petition Process,4,V
Thamnophis gigas,Giant garter snake,CA; U.S.A. (CA),Colubridae,Reptiles,Threatened,8,V
arizona elegans,Glossy snake,N/A,colubridae,Reptiles,Not Listed,N/A,V
Lampropeltis mexicana alterna,Gray-banded king snake,TX;,Colubridae,Reptiles,Not Listed,2,V
Nerodia clarkii,Gulf salt marsh snake,FL;,Colubridae,Reptiles,Not Listed,4,V
Diadophis punctatus acricus,Key ringneck snake,FL;,Colubridae,Reptiles,Under Review in the Candidate or Petition Process,4,V
Clonophis kirtlandii,Kirtland's snake,"IL, IN, KY, MI, OH, PA;",Colubridae,Reptiles,Under Review in the Candidate or Petition Process,"3, 4, 5",V
Nerodia sipedon insularum,Lake Erie water snake,OH;,Colubridae,Reptiles,Recovery,3,V
Pituophis ruthveni,Louisiana pine snake,"LA, TX;",Colubridae,Reptiles,Proposed Threatened,"2, 4",V
Liophus ornatus,Maria Island snake,St Lucia (Maria Islands),Colubridae,Reptiles,Endangered,N/A,V
Pituophis melanoleucus melanoleucus,Northern pine snake,"AL, DE, GA, NC, NJ, SC, TN, VA, WV;",Colubridae,Reptiles,Not Listed,"4, 5",V
Nerodia sipedon,Northern water snake,N/A,Colubridae,Reptiles,Not Listed,N/A,V
Regina septemvittata,Queen snake,"AR, MO;",Colubridae,Reptiles,Not Listed,"3, 4",V
Tantilla oolitica,Rimrock crowned snake,FL;,Colubridae,Reptiles,Under Review in the Candidate or Petition Process,4,V
diadophis punctatus,Ringneck snake,N/A,colubridae,Reptiles,Not Listed,N/A,V
Lampropeltis zonata parvirubra,San Bernardino mountain king snake,CA;,Colubridae,Reptiles,Not Listed,8,V
Diadophis punctatus modestus,San Bernardino ringneck snake,CA;,Colubridae,Reptiles,Not Listed,8,V
Lampropeltis zonata pulchra,San Diego Mountain king snake,CA;,Colubridae,Reptiles,Not Listed,8,V
Diadophis punctatus similis,San Diego ringneck snake,CA;,Colubridae,Reptiles,Not Listed,8,V
Thamnophis sirtalis tetrataenia,San Francisco garter snake,CA; U.S.A. (CA),Colubridae,Reptiles,Endangered,8,V
Pituophis melanoleucus pumilis,Santa Cruz Island gopher snake,CA;,Colubridae,Reptiles,Not Listed,8,V
Thamnophis brachystoma,Short-headed garter snake,"NY, PA;",Colubridae,Reptiles,Not Listed,5,V
Stilosoma extenuatum,Short-tailed snake,FL;,Colubridae,Reptiles,Under Review in the Candidate or Petition Process,4,V
trimorphodon biscutatus ssp. lambda,Sonoran lyre snake,N/A,colubridae,Reptiles,Not Listed,N/A,V
Thamnophis sirtalis ssp.,South coast garter snake,CA;,Colubridae,Reptiles,Not Listed,8,V
Farancia erytrogramma seminola,South Florida rainbow snake,FL;,Colubridae,Reptiles,Not Listed,4,V
Heterodon simus,Southern hognose snake,"AL, FL, GA, MS, NC, SC;",Colubridae,Reptiles,Under Review in the Candidate or Petition Process,4,V
Thamnophis sirtalis annectens,Texas garter snake,"KS, OK, TX;",Colubridae,Reptiles,Not Listed,"2, 6",V
Chionactis occipitalis klauberi,Tucson shovel-nosed Snake,AZ;,Colubridae,Reptiles,Not Listed,2,V
Chionactis occipitalis klauberi,Tucson shovel-nosed snake,N/A,colubridae,Reptiles,Not Listed,N/A,V
Thamnophis hammondii,Two-striped garter snake,CA;,Colubridae,Reptiles,Not Listed,8,V
sonora semiannulata,Valley Form ground snake,N/A,colubridae,Reptiles,Not Listed,N/A,V
rhinocheilus lecontei ssp. lecontei,Western long-nosed snake,N/A,colubridae,Reptiles,Not Listed,N/A,V
Channa argus,northern snakehead,N/A,Channidae,Fishes,Not Listed,N/A,V
Eryngium cuneifolium,Snakeroot,FL; U.S.A. (FL),Apiaceae,Flowering Plants,Endangered,4,P
Ophiogomphus incurvatus alleghaniensis,Alleghany snaketail,"AL, GA, TN, VA, WV;",Gomphidae,Insects,Under Review in the Candidate or Petition Process,"4, 5",I
Ophiogomphus incurvatus,Appalachian snaketail,"AL, GA, KY, MD, NC, PA, VA, WV;",Gomphidae,Insects,Under Review in the Candidate or Petition Process,"4, 5",I
Ophiogomphus edmundo,Edmund's snaketail,"NC; Possibly extinct,not reported since 1965",Gomphidae,Insects,Under Review in the Candidate or Petition Process,4,I
Ophiogomphus anomalus,Extra-striped snaketail,"DE, ME, NJ, NY, PA, WI;",Gomphidae,Insects,Not Listed,"3, 5",I
Ophiogomphus howei,Midget snaketail,"KY, MA, ME, NC, NY, PA, TN, VA, WI;",Gomphidae,Insects,Not Listed,"3, 4, 5",I
Ophiogomphus westfalli,Ozark snaketail,"AR, KS, MO;",Gomphiidae,Insects,Not Listed,"3, 4, 6",I
Ophiogomphus australis,Southern snaketail,"FL, LA, MS;",Gomphidae,Insects,Under Review in the Candidate or Petition Process,4,I
Ophiogomphus sp.,St. Croix snaketail,"MN, WI;",Gomphidae,Insects,Not Listed,3,I
Colubrina stricta,Comal snakewood,TX;,Rhamnaceae,Flowering Plants,Not Listed,2,P
Sairocarpus subcordatus,Dimorphic snapdragon,CA;,Scrophulariaceae,Flowering Plants,Not Listed,8,P
Gambelia speciosa,Island snapdragon,CA;,Scrophulariaceae,Flowering Plants,Not Listed,8,P
Howelliella ovata,Oval-leaved snapdragon,CA;,Scrophulariaceae,Flowering Plants,Not Listed,8,P
Helenium virginicum,Virginia sneezeweed,"MO, VA; U.S.A. (VA, MO)",Asteraceae,Flowering Plants,Threatened,"3, 5",P
Styrax platanifolius ssp. youngiae,Young's snowbell,TX;,Styracaceae,Flowering Plants,Not Listed,2,P
Styrax texanus,Texas snowbells,TX; U.S.A. (TX),Styracaceae,Flowering Plants,Endangered,2,P
Symphoricarpos guadalupensis,McKittrick snowberry,TX;,Caprifoliaceae,Flowering Plants,Not Listed,2,P
Arsapnia arapahoe,Arapahoe snowfly,CO;,Capniidae,Insects,Candidate,6,I
Capnia zukeli,Idaho snowfly,ID;,Capniidae,Insects,Not Listed,1,I
Allocapnia cunninghami,Karst snowfly,"KY, TN;",Capniidae,Insects,Under Review in the Candidate or Petition Process,4,I
Allocapnia brooksi,Sevier snowfly,TN;,Capniidae,Insects,Under Review in the Candidate or Petition Process,4,I
Allocapnia fumosa,Smokies snowfly,"NC, TN, VA;",Capniidae,Insects,Under Review in the Candidate or Petition Process,"4, 5",I
Capnia lineata,Straight snowfly,ID;,Capniidae,Insects,Not Listed,1,I
Chlorogalum grandiflorum,Red Hills soaproot,CA;,Liliaceae,Flowering Plants,Not Listed,8,P
Solenodon cubanus,Cuban solenodon,Cuba,Solenodontidae,Mammals,Endangered,N/A,V
Solenodon paradoxus,Haitian solenodon,"Haiti, Dominican Republic",Solenodontidae,Mammals,Endangered,N/A,V
Rumex krausei,[Unnamed] sorrel,AK; U.S.S.R,Polygonaceae,Flowering Plants,Not Listed,7,P
Spea hammondii,Western spadefoot,CA;,Pelobatidae,Amphibians,Under Review in the Candidate or Petition Process,8,V
Palafoxia arida gigantea,Giant spanishneedle,"AZ, CA;",Asteraceae,Flowering Plants,Not Listed,"2, 8",P
Melospiza melodia amaka,Amak song sparrow,AK;,Emberizidae,Birds,Not Listed,7,V
Aimophila aestivalis,Bachman's sparrow,"FL, VA;",Emberizidae,Birds,Not Listed,"4, 5",V
Ammodramus bairdii,Baird's sparrow,"CO, ID, KS, MN, MO, MT, ND, NE, NM, OK, SD, TX, WY;",Emberizidae,Birds,Not Listed,"1, 2, 3, 6",V
